cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       35        454       0   0.075  0.242    724     2.000           0.6        99.4       100.0      19.0      38.1
       35        278       0   0.019  0.030    192     1.542           0.0        90.0        90.0      20.7      32.0
       35        416       1   0.012  0.118    276     1.189           7.2       102.8       110.0      19.0      16.0
       35        223       0   0.009  0.073   1104     1.682           3.8        96.2       100.0      20.7      34.9
       35        470       0   0.006  0.379    836     1.000          58.0        98.0        40.0      20.7      20.7
       35        323       0   0.006  0.042    224     1.000           6.1       103.9       110.0      19.0      19.0
       35        481       1   0.006  0.071    220     1.091          10.2        99.8       110.0      20.7      19.0
       35        213       0   0.005  0.194   1180     1.189          34.2        97.2       131.4      19.0      16.0
       35        327       0   0.004  0.269    960     1.414          43.0       101.0       144.0      20.7      29.3
       35        356       0   0.004  0.393   1576     2.181          41.5        98.5       140.0      20.7      45.3
       35        418       0   0.004  0.318    708     1.000          76.8        96.8        20.0      19.0      19.0
       35        257       0   0.003  0.276   1612     1.189          67.8        98.0        30.2      20.7      17.4
       35        661       0   0.003  0.217    508     1.297          48.7       101.3       150.0      20.7      26.9
       35        238       0   0.003  0.152    868     1.091          42.8        97.2       140.0      19.0      17.4
       35        473       0   0.003  0.285    832     1.297          83.8        98.3        14.6      20.7      16.0
       35        601       0   0.002  0.040     88     1.542          10.0       100.0       110.0      22.6      34.9
       35        487       0   0.002  0.158    368     1.414          48.8       101.2       150.0      22.6      16.0
       35        254       0   0.002  0.272   1592     1.834          66.5        96.5        30.0      20.7      38.1
       35        684       0   0.002  0.172    380     1.297          60.6        90.6        30.0      19.0      24.7
       35        208       0   0.002  0.112   2156     2.181          24.0        96.0       120.0      20.7      45.3
       35        321       0   0.002  0.238   1028     1.682          69.7        92.4       162.0      19.0      32.0
       35        297       0   0.002  0.206    980     1.542          66.2        92.0       158.2      19.0      29.3
       35        573       0   0.002  0.058    144     1.414          22.2        97.8       120.0      22.6      16.0
       35        627       0   0.002  0.197    456     1.414          80.0       100.0        20.0      20.7      29.3
       35        206       0   0.002  0.094   1588     1.682          34.6        95.4       130.0      19.0      32.0
       35        429       0   0.001  0.162    380     2.828          37.7       102.3       140.0      19.0      53.8
       35        205       0   0.001  0.070   2208     1.834          27.9        96.1       123.9      20.7      38.1
       35        340       0   0.001  0.204    596     3.084          59.9        99.9        40.0      20.7      64.0
       35        426       0   0.001  0.016     44     1.189          11.8       100.0       111.8      22.6      19.0
       35        462       0   0.001  0.024     80     1.682          15.0        90.0        75.0      20.7      34.9
       35        207       0   0.001  0.067   2208     2.181          33.9        96.1       130.0      20.7      45.3
       35        658       0   0.001  0.059    148     1.542          50.0       100.0        50.0      20.7      32.0
       35        618       0   0.001  0.009     28     1.189          10.0       100.0       110.0      22.6      26.9
       35        344       0   0.001  0.025    184     1.297          32.4        97.6       130.0      22.6      17.4
       35        425       0   0.001  0.029    152     1.414          35.2        97.1       132.3      22.6      16.0
       35        455       0   0.001  0.043    136     1.297          60.0       100.0        40.0      20.7      26.9
       35        220       0   0.000  0.058   1416     5.187          22.5        93.9        71.4      19.0      98.7
       35        488       0   0.000  0.035     84     1.682          59.5        99.5        40.0      22.6      38.1
       35        247       0   0.000  0.042    884     1.682          78.4        98.4        20.0      20.7      34.9
       35        266       0   0.000  0.112    680     4.000          89.9        99.9        10.0      20.7      83.0
       35        554       0   0.000  0.021     56     1.000          81.4        98.6         0.0      22.6      22.6
       35        493       0   0.000  0.023     68     1.414          70.6        99.4       170.0      22.6      32.0
       35        218       0   0.000  0.046   2208     3.668          56.4        96.1        39.7      20.7      76.1
       35        351       0   0.000  0.075    204     4.000          90.0       100.0        10.0      22.6      90.5
       35        369       0   0.000  0.004     20     1.834          10.0        90.0        80.0      20.7      38.1
       35        623       0   0.000  0.021     52     1.189          90.0       100.0        10.0      22.6      19.0
       35        212       0   0.000  0.020    364     1.682          60.0        90.0       150.0      19.0      32.0
       35        256       0   0.000  0.047    640     4.362          60.4       100.4        40.0      20.7      90.5
       35        226       0   0.000  0.050   1100     4.362          71.5        98.5       170.0      20.7      90.5
       35        209       0   0.000  0.037   2208     3.668          66.6        96.1        29.5      20.7      76.1
       35        210       0   0.000  0.040   1564     4.000          70.3        95.4       165.7      20.7      83.0
       35        262       0   0.000  0.013     68     4.362          20.0        90.0        70.0      17.4      76.1
       35        380       0   0.000  0.017     76     1.542          80.5        99.5         0.0      22.6      34.9
       35        214       0   0.000  0.041   2208     5.657          59.6        96.1        36.4      20.7     117.4
       35        215       0   0.000  0.028    308     3.364          70.0       100.0       170.0      20.7      69.8
       35        211       0   0.000  0.032   2144     4.362          66.1        96.1        30.0      20.7      90.5
       35        383       0   0.000  0.006     20     1.000          60.0       100.0        40.0      22.6      22.6
       35        222       0   0.000  0.011    276     1.834          74.5        95.5       170.0      20.7      38.1
       35        584       0   0.000  0.006     16     1.189          80.0        90.0       170.0      22.6      19.0
       35        263       0   0.000  0.001      8     2.378          10.0       100.0        90.0      20.7      49.4
       35        617       0   0.000  0.002      4     1.000          50.0       100.0        50.0      22.6      22.6
       35        336       0   0.000  0.001      4     4.757          80.0       100.0         0.0      22.6     107.6
       35        216       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        217       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        219       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        221       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        224       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        225       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        227       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        228       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        229       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        230       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        231       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        232       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        233       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        234       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        235       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        236       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        237       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        239       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        240       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        241       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        242       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        243       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        244       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        245       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        246       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        248       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        249       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        250       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        251       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        252       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        253       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        255       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        258       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        259       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        260       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        261       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        264       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        265       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        267       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        268       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        269       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        270       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        271       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        272       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        273       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        274       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        275       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        276       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        277       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        279       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        280       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        281       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        282       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        283       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        284       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        285       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        286       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        287       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        288       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        289       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        290       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        291       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        292       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        293       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        294       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        295       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        296       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        298       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        299       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        300       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        301       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        302       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       35        303       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
