cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
        2        117       1   0.080  0.391   8164     1.091           3.5        15.4        18.9      32.0      34.9
        2        118       1   0.030  0.117   1024     1.000           3.0         3.0         0.0      29.3      29.3
        2        126       1   0.024  0.121   1008     1.091           3.6         3.6         0.0      29.3      32.0
        2        125       1   0.023  0.073    600     1.091           1.9         7.9         9.8      29.3      26.9
        2        196       1   0.012  0.131   1076     1.000          10.0        20.0        30.0      32.0      32.0
        2        123       0   0.010  0.256   2384     1.189          20.7        10.7       170.0      32.0      26.9
        2        124       0   0.009  0.335   2952     1.682          21.4        18.6        40.0      32.0      53.8
        2        164       1   0.008  0.083    696     1.000          10.0        10.0         0.0      32.0      32.0
        2        122       0   0.007  0.011     96     1.682           0.0         0.0         0.0      29.3      17.4
        2        142       1   0.006  0.073    612     1.091          10.1         0.1       170.0      29.3      32.0
        2        127       0   0.005  0.296   3928     1.297          41.1        16.9       155.8      32.0      41.5
        2        181       0   0.005  0.112    936     1.000          20.6        10.6       170.0      32.0      32.0
        2        194       1   0.005  0.076    724     1.000          14.9        20.0         5.1      32.0      32.0
        2        189       0   0.005  0.156   1320     1.297          24.5        14.5       170.0      32.0      24.7
        2        134       0   0.005  0.181   1520     1.091          35.2        15.2       160.0      32.0      29.3
        2        154       1   0.004  0.058    596     1.189          10.0        10.0         0.0      32.0      38.1
        2        169       1   0.004  0.051    436     1.189           9.4        17.5        26.8      29.3      24.7
        2        120       0   0.004  0.133   1132     1.189          26.5        14.1       167.6      32.0      26.9
        2        136       0   0.004  0.364   3280     3.668          27.3        17.3       170.0      32.0     117.4
        2        141       0   0.003  0.081    820     2.181          10.0        10.0         0.0      32.0      69.8
        2        139       0   0.003  0.038    320     1.834           5.5         5.6         0.1      29.3      53.8
        2        131       0   0.003  0.074    844     1.297          16.6         5.7        22.4      32.0      41.5
        2        119       0   0.003  0.173   3608     1.542          34.1        15.8       161.7      32.0      49.4
        2        133       0   0.003  0.023    188     1.297           5.9         8.7        14.7      29.3      22.6
        2        207       0   0.003  0.046    384     1.682           9.9        10.0         0.1      32.0      19.0
        2        174       0   0.002  0.058    476     1.542          18.8        20.0         1.2      32.0      20.7
        2        209       0   0.002  0.120   1016     1.189          53.1         6.9        60.0      32.0      38.1
        2        157       0   0.002  0.124   1096     3.668          18.8        18.8         0.0      32.0     117.4
        2        190       0   0.001  0.084    688     1.834          40.0        20.0        60.0      32.0      58.7
        2        155       0   0.001  0.187   1580     2.828          60.0        20.0        80.0      32.0      90.5
        2        138       0   0.001  0.007     60     1.414           4.0         4.0         0.0      29.3      20.7
        2        182       0   0.001  0.030    248     2.181          14.7        15.3        30.0      32.0      69.8
        2        128       0   0.001  0.080    656     1.834          49.9        20.0       150.1      32.0      17.4
        2        143       0   0.001  0.136   1692     3.084          50.6        19.7        70.2      32.0      98.7
        2        208       0   0.001  0.046    380     1.414          40.8        18.2        59.1      32.0      22.6
        2        178       0   0.001  0.042    352     2.181          26.1        13.9        40.0      32.0      69.8
        2        121       0   0.001  0.097   1564     2.594          55.7        15.7       140.0      32.0      83.0
        2        180       0   0.000  0.011     92     1.189          19.1        20.0         0.9      32.0      26.9
        2        173       0   0.000  0.022    188     2.181          30.0        10.0       160.0      32.0      69.8
        2        172       0   0.000  0.010     88     2.594          20.0        10.0       170.0      32.0      83.0
        2        167       0   0.000  0.004     44     1.297          70.0        10.0        80.0      32.0      41.5
        2        129       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        130       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        132       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        135       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        137       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        140       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        144       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        145       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        146       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        147       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        148       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        149       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        150       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        151       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        152       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        153       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        156       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        158       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        159       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        160       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        161       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        162       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        163       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        165       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        166       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        168       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        170       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        171       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        175       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        176       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        177       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        179       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        183       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        184       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        185       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        186       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        187       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        188       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        191       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        192       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        193       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        195       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        197       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        198       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        199       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        200       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        201       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        202       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        203       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        204       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        205       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        2        206       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        117       1   0.084  0.533  12020     1.091           4.8        15.4        20.2      41.5      38.1
        3        194       1   0.020  0.138   1912     1.000           5.8        13.7         7.9      41.5      41.5
        3        195       0   0.019  0.021    300     1.091           0.0         0.0         0.0      53.8      58.7
        3        125       0   0.013  0.046    636     1.682           1.1        10.9         9.8      45.3      26.9
        3        154       1   0.009  0.076   1156     1.189           6.4         6.4         0.0      45.3      38.1
        3        124       0   0.008  0.262   3596     1.542          19.4        20.6        40.0      34.9      53.8
        3        127       0   0.007  0.335   5700     1.091          42.3        17.9       155.6      41.5      45.3
        3        119       0   0.006  0.268   6356     1.297          34.4        15.4       160.9      41.5      53.8
        3        196       1   0.006  0.079   1080     1.091          11.7        18.3        30.0      34.9      32.0
        3        141       0   0.005  0.092   1388     1.682           9.3         9.3         0.0      41.5      69.8
        3        123       0   0.005  0.146   2196     1.189          22.4        12.4       170.0      34.9      29.3
        3        164       1   0.005  0.058    796     1.091          10.0        10.0         0.0      34.9      32.0
        3        126       0   0.004  0.055    772     1.297          10.6        10.6         0.0      41.5      32.0
        3        131       1   0.004  0.060   1008     1.091          14.2        10.0        24.2      45.3      41.5
        3        181       0   0.003  0.080   1100     1.091          20.1        10.1       170.0      34.9      32.0
        3        132       0   0.003  0.010    144     1.834           0.5         0.5         0.0      53.8      29.3
        3        139       0   0.003  0.037    512     1.091           9.6        10.0         0.4      49.4      53.8
        3        134       0   0.003  0.127   1744     1.189          33.8        13.8       160.0      34.9      29.3
        3        136       0   0.003  0.297   4084     3.364          28.6        18.6       170.0      34.9     117.4
        3        169       0   0.003  0.050    696     1.682           9.7        20.0        29.7      41.5      24.7
        3        189       0   0.003  0.110   1516     1.682          22.7        12.7       170.0      34.9      20.7
        3        118       0   0.003  0.046    672     1.542          10.0        10.0         0.0      45.3      29.3
        3        120       0   0.003  0.109   1492     1.682          23.1        10.7       167.6      45.3      26.9
        3        180       0   0.002  0.031    428     2.000           5.4         7.4         1.9      41.5      20.7
        3        143       0   0.002  0.241   3824     2.378          54.6        15.5        70.1      41.5      98.7
        3        121       0   0.002  0.187   3676     1.834          56.6        16.6       140.0      45.3      83.0
        3        157       0   0.002  0.128   1756     2.828          26.0        26.0         0.0      41.5     117.4
        3        133       0   0.002  0.014    188     2.000           3.4        11.3        14.7      45.3      22.6
        3        207       0   0.002  0.031    424     1.834           9.9        10.0         0.1      34.9      19.0
        3        188       0   0.002  0.068    988     1.542          28.5        13.6        42.1      49.4      32.0
        3        209       0   0.001  0.063    892     1.091          47.6        12.4        60.0      41.5      38.1
        3        178       0   0.001  0.033    456     1.542          19.3        20.7        40.0      45.3      69.8
        3        174       0   0.001  0.035    476     1.682          18.9        20.2         1.2      34.9      20.7
        3        140       0   0.001  0.016    252     1.682          10.0         0.0       170.0      53.8      32.0
        3        155       0   0.001  0.134   1832     2.594          60.4        19.6        80.0      34.9      90.5
        3        190       0   0.001  0.050    688     1.682          42.8        17.2        60.0      34.9      58.7
        3        142       0   0.001  0.014    200     1.091          20.0        10.0       170.0      34.9      32.0
        3        172       0   0.001  0.021    292     1.834          20.0        10.0       170.0      45.3      83.0
        3        182       0   0.001  0.018    248     2.000          16.1        13.9        30.0      34.9      69.8
        3        128       0   0.000  0.048    656     2.000          51.4        21.5       150.1      34.9      17.4
        3        162       0   0.000  0.035    500     1.414          60.2        10.2       130.0      53.8      76.1
        3        147       0   0.000  0.021    300     1.834          31.2        31.2         0.0      45.3      24.7
        3        173       0   0.000  0.017    236     1.682          30.0        10.0       160.0      41.5      69.8
        3        166       0   0.000  0.010    148     1.414          23.8         0.0       156.2      53.8      38.1
        3        208       0   0.000  0.030    416     2.181          49.1        10.0        59.1      49.4      22.6
        3        199       0   0.000  0.020    284     1.834          45.2         9.7        54.9      49.4      26.9
        3        179       0   0.000  0.011    160     1.189          40.0         0.0       140.0      53.8      45.3
        3        138       0   0.000  0.004     60     2.378          10.0        10.0         0.0      49.4      20.7
        3        137       0   0.000  0.004     72     1.682          30.0         0.0       150.0      53.8      32.0
        3        167       0   0.000  0.005     72     1.043          70.0        10.0        80.0      41.5      39.8
        3        197       0   0.000  0.003     52     1.091          50.0         0.0       130.0      41.5      38.1
        3        177       0   0.000  0.004     52     1.542          50.0         0.0       130.0      53.8      83.0
        3        122       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        129       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        130       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        135       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        144       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        145       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        146       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        148       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        149       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        150       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        151       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        152       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        153       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        156       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        158       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        159       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        160       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        161       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        163       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        165       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        168       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
        3        170       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
