L6A file: awe_l6a_tmp_2024165T2120_03175_v01.nc
L6C file: awe_l6c_q20_2024165T2120_03175_v01.nc
Slice: 2

cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       26         64       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         65       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         66       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         67       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         68       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         69       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         70       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         71       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         72       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         73       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         74       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         75       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         76       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         77       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         78       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       26         79       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         64       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         65       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         66       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         67       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         68       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         69       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         70       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         71       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         72       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         73       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         74       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         75       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         76       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         77       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         78       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       27         79       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         64       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         65       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         66       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         67       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         68       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         69       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         70       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         71       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         72       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         73       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         74       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         75       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       28         76       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
