L6A file: awe_l6a_tmp_2024165T2120_03175_v01.nc
L6C file: awe_l6c_q20_2024165T2120_03175_v01.nc
Slice: 4

cluster_a  cluster_c  passes  score    iou    inter  lam_ratio  ang_diff_deg  thetaA_deg  thetaC_deg  lamA_med  lamC_med
       34        153       0   0.052  0.068    273     1.297           0.0        70.0        70.0      29.3      38.1
       34        100       1   0.030  0.388   2193     1.091          11.0        67.3        56.3      29.3      32.0
       34        123       1   0.024  0.102    353     1.189           2.6        80.0        82.6      22.6      19.0
       34        124       1   0.008  0.084    244     1.000          10.0        80.0        70.0      22.6      22.6
       34        151       0   0.007  0.132    350     2.181           8.1        78.1        70.0      29.3      64.0
       34        147       0   0.004  0.097    266     2.378           9.5        69.5        60.0      29.3      69.8
       34        135       0   0.004  0.322    926     2.594          31.9        75.8        43.9      26.9      69.8
       34        163       0   0.002  0.154    409     1.000          67.9        76.3         8.4      24.7      24.7
       34        139       0   0.002  0.215    590     1.834          57.6        52.4       110.0      38.1      69.8
       34         99       0   0.001  0.118    613     2.181          47.0        77.0        30.0      22.6      49.4
       34        133       0   0.001  0.158    538     3.084          45.2        75.2        30.0      22.6      69.8
       34        173       0   0.001  0.086    235     2.000          39.9        69.9        30.0      29.3      58.7
       34         95       0   0.000  0.075    663     3.364          47.6        77.6        30.0      22.6      76.1
       34        138       0   0.000  0.003     11     1.189          10.0        80.0        90.0      22.6      19.0
       34        159       0   0.000  0.012     36     2.594          50.0        80.0        30.0      22.6      58.7
       34        172       0   0.000  0.013     34     3.364          40.0        80.0        40.0      22.6      76.1
       34        129       0   0.000  0.021     78     4.000          60.0        80.0        20.0      22.6      90.5
       34        120       0   0.000  0.009     32     2.378          50.0        70.0        20.0      29.3      69.8
       34         96       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34         97       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34         98       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        101       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        102       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        103       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        104       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        105       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        106       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        107       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        108       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        109       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        110       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        111       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        112       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        113       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        114       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        115       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        116       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        117       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        118       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        119       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        121       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        122       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        125       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        126       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        127       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        128       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        130       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        131       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        132       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        134       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        136       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        137       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        140       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        141       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        142       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        143       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        144       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        145       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        146       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        148       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        149       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        150       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        152       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        154       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        155       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        156       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        157       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        158       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        160       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        161       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        162       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        164       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        165       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        166       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        167       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        168       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        169       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        170       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
       34        171       0   0.000  0.000      0       nan           nan         nan         nan       nan       nan
